City-State,Population,Population Density
ROGERS-KY,501.0,35.0
ROGERS-MN,13576.0,382.0
ROGERS-ND,192.0,3.0
ROGERS-NE,215.0,7.0
ROGERS-NM,199.0,1.0
ROGERS-OH,1890.0,92.0
ROGERS-TX,2498.0,31.0
ROGERSON-ID,196.0,0.0
ROGERSVILLE-AL,8190.0,98.0
ROGERSVILLE-MO,11367.0,97.0
ROGERSVILLE-PA,174.0,1226.0
ROGERSVILLE-TN,21309.0,90.0
ROGGEN-CO,574.0,3.0
ROGUE RIVER-OR,6918.0,58.0
ROHNERT PARK-CA,43170.0,5604.0
ROHRERSVILLE-MD,983.0,110.0
ROHWER-AR,79.0,31.0
ROLAND-AR,2623.0,37.0
ROLAND-IA,1550.0,45.0
ROLAND-OK,4590.0,253.0
ROLESVILLE-NC,3893.0,881.0
ROLETTE-ND,1080.0,4.0
ROLFE-IA,996.0,10.0
ROLL-AZ,716.0,3.0
ROLLA-KS,661.0,2.0
ROLLA-MO,32383.0,122.0
ROLLA-ND,1707.0,13.0
ROLLING FORK-MS,3334.0,11.0
ROLLING MEADOWS-IL,22717.0,4394.0
ROLLING PRAIRIE-IN,3599.0,95.0
ROLLINGSTONE-MN,1117.0,36.0
ROLLINS-MT,328.0,32.0
ROLLINSFORD-NH,2469.0,348.0
ROMA-TX,18128.0,76.0
ROMANCE-AR,1772.0,35.0
ROMAYOR-TX,152.0,20.0
ROME CITY-IN,2236.0,168.0
ROME-GA,75033.0,244.0
ROME-IN,148.0,10.0
ROME-MS,182.0,19.0
ROME-NY,42986.0,381.0
ROME-OH,3277.0,65.0
ROME-PA,3267.0,36.0
ROMEO-CO,404.0,1732.0
ROMEO-MI,10547.0,282.0
ROMEOVILLE-IL,39807.0,2307.0
ROMNEY-IN,849.0,23.0
ROMNEY-WV,6464.0,46.0
ROMULUS-MI,31515.0,765.0
ROMULUS-NY,4129.0,84.0
RONALD-WA,760.0,7.0
RONAN-MT,6752.0,36.0
RONCEVERTE-WV,4575.0,113.0
RONDA-NC,2719.0,73.0
RONKONKOMA-NY,38421.0,3060.0
RONKS-PA,3859.0,222.0
ROODHOUSE-IL,3109.0,29.0
ROOPVILLE-GA,2994.0,66.0
ROOSEVELT-AZ,583.0,1.0
ROOSEVELT-MN,795.0,7.0
ROOSEVELT-NJ,877.0,510.0
ROOSEVELT-NY,16272.0,9139.0
ROOSEVELT-OK,551.0,3.0
ROOSEVELT-UT,11283.0,67.0
ROOSEVELT-WA,294.0,1.0
ROOTSTOWN-OH,5208.0,232.0
ROPER-NC,3409.0,30.0
ROPESVILLE-TX,1116.0,10.0
ROSALIA-KS,410.0,5.0
ROSALIA-WA,1072.0,6.0
ROSALIE-NE,341.0,6.0
ROSAMOND-CA,18910.0,119.0
ROSAMOND-IL,295.0,15.0
ROSANKY-TX,934.0,10.0
ROSBURG-WA,362.0,10.0
ROSCOE-IL,20052.0,733.0
ROSCOE-MN,99.0,217.0
ROSCOE-MO,106.0,102.0
ROSCOE-MT,104.0,1.0
ROSCOE-NY,2180.0,20.0
ROSCOE-PA,855.0,4514.0
ROSCOE-SD,674.0,2.0
ROSCOE-TX,1788.0,8.0
ROSCOMMON-MI,10293.0,41.0
ROSE BUD-AR,2555.0,37.0
ROSE CITY-MI,2521.0,27.0
ROSE CREEK-MN,1016.0,17.0
ROSE HILL-IA,521.0,11.0
ROSE HILL-KS,6379.0,151.0
ROSE HILL-MS,659.0,13.0
ROSE HILL-NC,6444.0,58.0
ROSE HILL-VA,2487.0,45.0
ROSE-NY,97.0,52.0
ROSE-OK,1750.0,18.0
ROSEAU-MN,5575.0,12.0
ROSEBOOM-NY,104.0,44.0
ROSEBORO-NC,7056.0,60.0
ROSEBUD-MO,1264.0,26.0
ROSEBUD-MT,321.0,0.0
ROSEBUD-SD,2064.0,22.0
ROSEBUD-TX,2572.0,14.0
ROSEBURG-OR,49085.0,141.5
ROSEBUSH-MI,1677.0,52.0
ROSEDALE-IN,3414.0,50.0
ROSEDALE-LA,784.0,55.0
ROSEDALE-MD,30059.0,2621.0
ROSEDALE-MS,2216.0,24.0
ROSEDALE-NY,30425.0,15456.0
ROSEDALE-VA,823.0,78.0
ROSEDALE-WV,487.0,17.0
ROSEGLEN-ND,290.0,3.0
ROSELAND-LA,2850.0,89.0
ROSELAND-NE,463.0,9.0
ROSELAND-NJ,5819.0,1644.0
ROSELAND-VA,1956.0,25.0
ROSELLE PARK-NJ,13297.0,10793.0
ROSELLE-IL,24537.0,3530.0
ROSELLE-NJ,21085.0,7954.0
ROSEMEAD-CA,62097.0,9668.0
ROSEMONT-WV,318.0,126.0
ROSEMOUNT-MN,27490.0,642.0
ROSENBERG-TX,35241.0,408.0
ROSENDALE-MO,709.0,19.0
ROSENDALE-NY,1572.0,440.0
ROSENDALE-WI,1581.0,60.0
ROSENHAYN-NJ,448.0,1523.0
ROSEPINE-LA,1482.0,679.0
ROSEVILLE-CA,122853.0,2738.0
ROSEVILLE-IL,1667.0,16.0
ROSEVILLE-MI,47388.0,4810.0
ROSEVILLE-OH,4714.0,89.0
ROSHARON-TX,28531.0,171.0
ROSHOLT-SD,1093.0,7.0
ROSHOLT-WI,2700.0,31.0
ROSICLARE-IL,1328.0,170.0
ROSLINDALE-MA,29826.0,11505.0
ROSLYN HEIGHTS-NY,12337.0,4050.0
ROSLYN-NY,12366.0,2718.0
ROSLYN-SD,321.0,5.0
ROSLYN-WA,919.0,190.0
ROSMAN-NC,1239.0,98.0
ROSS-CA,1332.0,1164.0
ROSS-ND,298.0,2.0
ROSSBURG-OH,1076.0,34.0
ROSSER-TX,310.0,184.0
ROSSFORD-OH,6289.0,2275.0
ROSSITER-PA,1715.0,54.0
ROSSTON-AR,1710.0,9.0
ROSSTON-OK,106.0,1.0
ROSSVILLE-GA,29290.0,1176.0
ROSSVILLE-IL,1807.0,23.0
ROSSVILLE-IN,3669.0,96.0
ROSSVILLE-KS,1832.0,35.0
ROSSVILLE-TN,2630.0,43.0
ROSWELL-GA,95251.0,2252.0
ROSWELL-NM,57051.0,16.0
ROTAN-TX,2006.0,6.0
ROTHBURY-MI,1952.0,45.0
ROTHSAY-MN,1136.0,6.0
ROTHSCHILD-WI,4019.0,924.0
ROTHVILLE-MO,215.0,8.0
ROTONDA WEST-FL,8180.0,565.0
ROTTERDAM JUNCTION-NY,914.0,834.0
ROUGEMONT-NC,6546.0,64.0
ROUGH AND READY-CA,1769.0,189.0
ROULETTE-PA,1265.0,30.0
ROUND HILL-VA,6131.0,225.0
ROUND LAKE-IL,60002.0,2927.0
ROUND LAKE-MN,661.0,13.0
ROUND LAKE-NY,708.0,273.0
ROUND MOUNTAIN-CA,625.0,6.0
ROUND MOUNTAIN-NV,1505.0,1.0
ROUND MOUNTAIN-TX,746.0,6.0
ROUND O-SC,2176.0,19.0
ROUND POND-ME,489.0,56.0
ROUND ROCK-AZ,1171.0,9.0
ROUND ROCK-TX,139523.0,2481.3333333333335
ROUND TOP-NY,861.0,57.0
ROUND TOP-TX,1071.0,14.0
ROUNDHILL-KY,883.0,20.0
ROUNDUP-MT,4140.0,4.0
ROUSES POINT-NY,2304.0,678.0
ROUSEVILLE-PA,523.0,585.0
ROVER-AR,375.0,11.0
ROWAN-IA,275.0,11.0
ROWDY-KY,179.0,35.0
ROWE-MA,522.0,20.0
ROWE-NM,576.0,10.0
ROWE-VA,750.0,64.0
ROWENA-TX,668.0,6.0
ROWESVILLE-SC,1044.0,19.0
ROWLAND HEIGHTS-CA,45406.0,3138.0
ROWLAND-NC,8080.0,77.0
ROWLESBURG-WV,1216.0,24.0
ROWLETT-TX,54963.0,2765.0
ROWLEY-IA,803.0,16.0
ROWLEY-MA,5856.0,335.0
ROXANA-IL,1606.0,304.0
ROXBORO-NC,25787.0,359.0
ROXBURY CROSSING-MA,15181.0,24456.0
ROXBURY-CT,2228.0,86.0
ROXBURY-MA,25346.0,15871.0
ROXBURY-ME,514.0,5.0
ROXBURY-NY,1162.0,26.0
ROXBURY-PA,158.0,71.0
ROXBURY-VT,634.0,15.0
ROXIE-MS,2997.0,11.0
ROXOBEL-NC,375.0,30.0
ROXTON-TX,977.0,16.0
ROY-MT,295.0,0.0
ROY-NM,361.0,1.0
ROY-UT,37444.0,4553.0
ROY-WA,11099.0,79.0
ROYAL CENTER-IN,2059.0,32.0
ROYAL CITY-WA,4323.0,19.0
ROYAL OAK-MD,555.0,69.0
ROYAL OAK-MI,57256.0,4887.0
ROYAL-AR,4717.0,48.0
ROYAL-IA,728.0,17.0
ROYAL-IL,284.0,817.0
ROYAL-NE,173.0,3.0
ROYALSTON-MA,1261.0,30.0
ROYALTON-IL,1504.0,74.0
ROYALTON-KY,722.0,48.0
ROYALTON-MN,3051.0,30.0
ROYERSFORD-PA,25536.0,1558.0
ROYSE CITY-TX,22406.0,202.0
ROYSTON-GA,8537.0,107.0
ROZEL-KS,252.0,2.0
ROZET-WY,1838.0,4.0
RUBICON-WI,1912.0,57.0
RUBY VALLEY-NV,201.0,0.0
RUBY-AK,175.0,0.0
RUBY-NY,354.0,288.0
RUBY-SC,2082.0,56.0
RUCKERSVILLE-VA,9815.0,254.0
RUDD-IA,689.0,16.0
RUDOLPH-OH,1163.0,45.0
RUDOLPH-WI,1482.0,40.0
RUDY-AR,2945.0,58.0
RUDYARD-MI,1946.0,6.0
RUDYARD-MT,371.0,1.0
RUETER-MO,142.0,7.0
RUFE-OK,83.0,11.0
RUFFIN-NC,4008.0,57.0
RUFFIN-SC,2874.0,27.0
RUFFS DALE-PA,3343.0,142.0
RUFUS-OR,272.0,36.0
RUGBY-ND,3801.0,6.0
RUIDOSO DOWNS-NM,3132.0,52.0
RUIDOSO-NM,8845.0,268.0
RULE-TX,932.0,6.0
RULEVILLE-MS,3260.0,57.0
RULO-NE,353.0,7.0
RUMELY-MI,137.0,10.0
RUMFORD-ME,5841.0,85.0
RUMFORD-RI,8139.0,3185.0
RUMNEY-NH,2163.0,21.0
RUMSEY-KY,476.0,13.0
RUMSON-NJ,9283.0,1225.0
RUNGE-TX,1347.0,13.0
RUNNELLS-IA,3095.0,56.0
RUNNEMEDE-NJ,8385.0,4151.0
RUNNING SPRINGS-CA,5268.0,349.0
RUPERT-GA,251.0,7.0
RUPERT-ID,12268.0,41.0
RUPERT-WV,1886.0,38.0
RURAL HALL-NC,8536.0,368.0
RURAL RETREAT-VA,4953.0,60.0
RURAL VALLEY-PA,2089.0,75.0
RUSH CENTER-KS,465.0,3.0
RUSH CITY-MN,5540.0,75.0
RUSH HILL-MO,243.0,12.0
RUSH SPRINGS-OK,2980.0,20.0
RUSH VALLEY-UT,505.0,8.0
RUSH-CO,754.0,2.0
RUSH-KY,3043.0,56.0
RUSH-NY,3152.0,125.0
RUSHFORD-MN,2993.0,37.0
RUSHFORD-NY,667.0,46.0
RUSHMORE-MN,932.0,10.0
RUSHSYLVANIA-OH,1530.0,52.0
RUSHVILLE-IL,5602.0,32.0
RUSHVILLE-IN,11190.0,50.0
RUSHVILLE-MO,1229.0,17.0
RUSHVILLE-NE,1361.0,3.0
RUSHVILLE-NY,2101.0,74.0
RUSHVILLE-OH,2482.0,94.0
RUSK-TX,11263.0,42.0
RUSKIN-FL,20758.0,527.0
RUSKIN-NE,184.0,6.0
RUSO-ND,133.0,1.0
RUSSELL SPRINGS-KY,12573.0,90.0
RUSSELL-AR,216.0,521.0
RUSSELL-IA,1182.0,10.0
RUSSELL-KS,5162.0,16.0
RUSSELL-KY,5354.0,841.0
RUSSELL-MA,1596.0,102.0
RUSSELL-MN,681.0,13.0
RUSSELL-NY,1131.0,7.0
RUSSELL-PA,3543.0,40.0
RUSSELLS POINT-OH,1984.0,935.0
RUSSELLTON-PA,849.0,1162.0
RUSSELLVILLE-AL,19835.0,69.5
RUSSELLVILLE-AR,39658.0,1227.0
RUSSELLVILLE-IN,597.0,27.0
RUSSELLVILLE-KY,14471.0,72.0
RUSSELLVILLE-MO,3061.0,33.0
RUSSELLVILLE-OH,1607.0,49.0
RUSSELLVILLE-TN,4113.0,162.0
RUSSIA-OH,1770.0,76.0
RUSSIAN MISSION-AK,329.0,0.0
RUSSIAVILLE-IN,4733.0,112.0
RUSTBURG-VA,9647.0,133.0
RUSTON-LA,30887.0,151.0
RUTH-MI,784.0,20.0
RUTH-MS,1318.0,29.0
RUTH-NV,450.0,43.0
RUTHER GLEN-VA,15850.0,98.0
RUTHERFORD COLLEGE-NC,597.0,805.0
RUTHERFORD-NJ,18061.0,6437.0
RUTHERFORD-TN,1887.0,49.0
RUTHERFORDTON-NC,20111.0,115.0
RUTHTON-MN,587.0,9.0
RUTHVEN-IA,1310.0,18.0
RUTLAND-IA,234.0,11.0
RUTLAND-IL,478.0,19.0
RUTLAND-MA,7973.0,227.0
RUTLAND-ND,243.0,4.0
RUTLAND-OH,1259.0,43.0
RUTLAND-SD,152.0,5.0
RUTLAND-VT,20802.0,357.0
RUTLEDGE-AL,766.0,16.0
RUTLEDGE-GA,3032.0,55.0
RUTLEDGE-MO,575.0,8.0
RUTLEDGE-TN,8340.0,83.0
RYAN-IA,900.0,19.0
RYAN-OK,1092.0,6.0
RYDAL-GA,3491.0,66.0
RYDER-ND,367.0,1.0
RYDERWOOD-WA,424.0,14.0
RYE-CO,1888.0,7.0
RYE-NH,5162.0,423.0
RYE-NY,17208.0,2028.0
RYE-TX,1018.0,28.0
RYEGATE-MT,490.0,1.0
S COFFEYVILLE-OK,1816.0,16.0
SABATTUS-ME,6474.0,155.0
SABETHA-KS,3725.0,25.0
SABILLASVILLE-MD,1625.0,72.0
SABIN-MN,1171.0,18.0
SABINA-OH,4772.0,49.0
SABINAL-TX,2335.0,10.0
SABINE PASS-TX,356.0,8.0
SABINE-WV,202.0,104.0
SABINSVILLE-PA,549.0,15.0
SABULA-IA,1128.0,23.0
SAC CITY-IA,2855.0,24.0
SACATON-AZ,4543.0,64.0
SACHSE-TX,20328.0,1939.0
SACKETS HARBOR-NY,2272.0,113.0
SACO-ME,18482.0,481.0
SACO-MT,520.0,1.0
SACRAMENTO-CA,757530.0,4442.428571428572
SACRAMENTO-KY,1854.0,50.0
SACRAMENTO-NM,100.0,3.0
SACRAMENTO-PA,329.0,84.0
SACRED HEART-MN,1096.0,11.0
SADDLE BROOK-NJ,13659.0,5080.0
SADDLE RIVER-NJ,11360.0,1115.0
SADIEVILLE-KY,2763.0,33.0
SADLER-TX,1412.0,40.0
SADORUS-IL,760.0,23.0
SAEGERTOWN-PA,5384.0,96.0
SAFETY HARBOR-FL,17496.0,3297.0
SAFFELL-AR,228.0,16.0
SAFFORD-AL,512.0,5.0
SAFFORD-AZ,19677.0,29.0
SAG HARBOR-NY,6622.0,491.0
SAGAMORE BEACH-MA,2977.0,889.0
SAGAMORE-MA,539.0,877.0
SAGAMORE-PA,315.0,114.0
SAGAPONACK-NY,494.0,90.0
SAGE-AR,278.0,19.0
SAGINAW-MI,135669.0,1490.142857142857
SAGINAW-MN,3755.0,28.0
SAGLE-ID,6119.0,51.0
SAGOLA-MI,345.0,7.0
SAGUACHE-CO,838.0,1.0
SAHUARITA-AZ,23568.0,102.0
SAILOR SPRINGS-IL,85.0,433.0
SAINT AGATHA-ME,762.0,26.0
SAINT ALBANS-ME,2005.0,45.0
SAINT ALBANS-MO,301.0,44.0
SAINT ALBANS-NY,34882.0,21186.0
SAINT ALBANS-VT,14449.0,239.0
SAINT ALBANS-WV,24084.0,802.0
SAINT AMANT-LA,10076.0,133.0
SAINT ANN-MO,15164.0,3947.0
SAINT ANNE-IL,4968.0,66.0
SAINT ANSGAR-IA,2394.0,20.0
SAINT ANTHONY-IA,210.0,12.0
SAINT ANTHONY-ID,7406.0,39.0
SAINT ANTHONY-IN,976.0,46.0
SAINT ANTHONY-ND,180.0,2.0
SAINT AUGUSTINE-FL,109984.0,532.8
SAINT AUGUSTINE-IL,292.0,10.0
SAINT BENEDICT-PA,516.0,136.0
SAINT BERNARD-LA,4427.0,115.0
SAINT BONIFACIUS-MN,4518.0,861.0
SAINT CHARLES-AR,305.0,16.0
SAINT CHARLES-IA,2453.0,32.0
SAINT CHARLES-ID,313.0,2.0
SAINT CHARLES-IL,56316.0,1471.5
SAINT CHARLES-KY,532.0,33.0
SAINT CHARLES-MI,6460.0,68.0
SAINT CHARLES-MN,4995.0,58.0
SAINT CHARLES-MO,134684.0,1274.6666666666667
SAINT CHARLES-VA,727.0,46.0
SAINT CLAIR SHORES-MI,59678.0,5137.333333333333
SAINT CLAIR-MI,12304.0,295.0
SAINT CLAIR-MN,770.0,1670.0
SAINT CLAIR-MO,11798.0,136.0
SAINT CLAIR-PA,3241.0,2364.0
SAINT CLAIRSVILLE-OH,16762.0,191.0
SAINT CLOUD-FL,61432.0,692.5
SAINT CLOUD-MN,74438.0,1010.3333333333334
SAINT CLOUD-WI,1413.0,42.0
SAINT CROIX FALLS-WI,4811.0,57.0
SAINT CROIX-IN,388.0,18.0
SAINT DAVID-AZ,2819.0,15.0
SAINT DAVID-IL,526.0,1509.0
SAINT DAVID-ME,723.0,19.0
SAINT EDWARD-NE,1137.0,9.0
SAINT ELIZABETH-MO,784.0,17.0
SAINT ELMO-IL,2228.0,39.0
SAINT FRANCIS-AR,98.0,759.0
SAINT FRANCIS-KS,2016.0,3.0
SAINT FRANCIS-KY,301.0,58.0
SAINT FRANCIS-ME,730.0,4.0
SAINT FRANCIS-MN,7541.0,275.0
SAINT FRANCIS-SD,1847.0,11.0
SAINT FRANCIS-WI,9270.0,3651.0
SAINT FRANCISVILLE-IL,1231.0,27.0
SAINT FRANCISVILLE-LA,14720.0,47.0
SAINT GABRIEL-LA,6043.0,181.0
SAINT GEORGE ISLAND-AK,102.0,3.0
SAINT GEORGE-GA,2177.0,20.0
SAINT GEORGE-KS,2616.0,61.0
SAINT GEORGE-SC,6789.0,61.0
SAINT GEORGE-UT,74901.0,777.5
SAINT GEORGES-DE,110.0,2682.0
SAINT GERMAIN-WI,2177.0,51.0
SAINT HEDWIG-TX,2294.0,63.0
SAINT HELEN-MI,4058.0,31.0
SAINT HELENA ISLAND-SC,9481.0,97.0
SAINT HELENA-CA,8742.0,68.0
SAINT HELENA-NE,348.0,9.0
SAINT HELENS-OR,15957.0,331.0
SAINT HENRY-OH,3883.0,108.0
SAINT HILAIRE-MN,546.0,15.0
SAINT IGNACE-MI,4020.0,51.0
SAINT IGNATIUS-MT,3185.0,20.0
SAINT INIGOES-MD,1125.0,124.0
SAINT JACOB-IL,2155.0,64.0
SAINT JAMES CITY-FL,3776.0,231.0
SAINT JAMES-LA,1969.0,87.0
SAINT JAMES-MN,6098.0,35.0
SAINT JAMES-MO,9385.0,50.0
SAINT JAMES-NY,15524.0,1349.0
SAINT JO-TX,1893.0,10.0
SAINT JOE-AR,1399.0,8.0
SAINT JOE-IN,1542.0,63.0
SAINT JOHN-IN,13859.0,1371.0
SAINT JOHN-KS,1915.0,6.0
SAINT JOHN-ND,1231.0,18.0
SAINT JOHN-WA,959.0,4.0
SAINT JOHNS-AZ,4293.0,4.0
SAINT JOHNS-FL,36917.0,675.0
SAINT JOHNS-MI,18075.0,96.0
SAINT JOHNS-OH,145.0,861.0
SAINT JOHNSBURY-VT,9444.0,104.0
SAINT JOHNSVILLE-NY,4629.0,61.0
SAINT JOSEPH-IL,6250.0,93.0
SAINT JOSEPH-LA,1974.0,12.0
SAINT JOSEPH-MI,23804.0,1012.0
SAINT JOSEPH-MN,9868.0,145.0
SAINT JOSEPH-MO,87116.0,1211.5
SAINT JOSEPH-TN,896.0,77.0
SAINT LANDRY-LA,1278.0,19.0
SAINT LAWRENCE-SD,437.0,2.0
SAINT LEONARD-MD,6471.0,291.0
SAINT LIBORY-IL,471.0,461.0
SAINT LIBORY-NE,853.0,13.0
SAINT LOUIS-MI,10669.0,142.0
SAINT LOUIS-MO,927396.0,3966.9777777777776
SAINT LOUISVILLE-OH,2351.0,69.0
SAINT LUCAS-IA,104.0,546.0
SAINT MARIE-MT,264.0,132.0
SAINT MARIES-ID,6360.0,12.0
SAINT MARKS-FL,312.0,91.0
SAINT MARTIN-MN,358.0,197.0
SAINT MARTINVILLE-LA,19781.0,138.0
SAINT MARY-MO,2115.0,19.0
SAINT MARYS-AK,616.0,15.0
SAINT MARYS-GA,20373.0,271.0
SAINT MARYS-KS,3922.0,67.0
SAINT MARYS-OH,12661.0,179.0
SAINT MARYS-PA,13212.0,132.0
SAINT MARYS-WV,6137.0,59.0
SAINT MATTHEWS-SC,8919.0,46.0
SAINT MEINRAD-IN,1143.0,45.0
SAINT MICHAEL-AK,401.0,23.0
SAINT MICHAEL-MN,16242.0,538.0
SAINT MICHAEL-ND,1280.0,25.0
SAINT MICHAEL-PA,453.0,419.0
SAINT MICHAELS-AZ,3694.0,10.0
SAINT MICHAELS-MD,3308.0,271.0
SAINT NAZIANZ-WI,779.0,1045.0
SAINT OLAF-IA,381.0,11.0
SAINT ONGE-SD,333.0,8.0
SAINT PARIS-OH,5948.0,81.0
SAINT PAUL ISLAND-AK,479.0,12.0
SAINT PAUL PARK-MN,5569.0,1082.0
SAINT PAUL-AR,342.0,10.0
SAINT PAUL-IA,95.0,497.0
SAINT PAUL-IN,2041.0,63.0
SAINT PAUL-KS,1028.0,15.0
SAINT PAUL-MN,753116.0,3526.1724137931033
SAINT PAUL-NE,3289.0,19.0
SAINT PAUL-OR,1307.0,31.0
SAINT PAUL-VA,2171.0,85.0
SAINT PAULS-NC,12097.0,124.0
SAINT PETER-IL,717.0,17.0
SAINT PETER-MN,13597.0,110.0
SAINT PETERS-MO,70828.0,1705.0
SAINT PETERSBURG-FL,341043.0,4185.125
SAINT PETERSBURG-PA,497.0,263.0
SAINT REGIS FALLS-NY,1304.0,5.0
SAINT REGIS-MT,943.0,4.0
SAINT ROBERT-MO,9855.0,420.0
SAINT ROSE-LA,8122.0,644.0
SAINT SIMONS ISLAND-GA,14447.0,268.0
SAINT STEPHEN-MN,852.0,233.0
SAINT STEPHEN-SC,7337.0,79.0
SAINT STEPHENS CHURCH-VA,1827.0,28.0
SAINT STEPHENS-AL,928.0,15.0
SAINT THOMAS-MO,829.0,32.0
SAINT THOMAS-ND,503.0,4.0
SAINT THOMAS-PA,3608.0,130.0
SAINT VINCENT-MN,102.0,2.0
SAINT XAVIER-MT,289.0,1.0
SAINTE GENEVIEVE-MO,11295.0,44.0
SAINTE MARIE-IL,243.0,223.0
SALADO-TX,6790.0,57.0
SALAMANCA-NY,6932.0,62.0
SALAMONIA-IN,145.0,484.0
SALCHA-AK,1385.0,4.0
SALE CITY-GA,781.0,23.0
SALE CREEK-TN,3074.0,74.0
SALEM-AL,7901.0,71.0
SALEM-AR,3868.0,24.0
SALEM-CT,4182.0,143.0
SALEM-FL,129.0,3.0
SALEM-IA,887.0,19.0
SALEM-IL,11385.0,113.0
SALEM-IN,15014.0,70.0
SALEM-KY,1852.0,22.0
SALEM-MA,41109.0,5070.0
SALEM-MO,14392.0,21.0
SALEM-NE,265.0,5.0
SALEM-NH,28776.0,1164.0
SALEM-NJ,10987.0,121.0
SALEM-NM,1216.0,154.0
SALEM-NY,3663.0,51.0
SALEM-OH,26732.0,245.0
SALEM-OR,249657.0,1480.4285714285713
SALEM-SC,5201.0,71.0
SALEM-SD,1973.0,12.0
SALEM-UT,7947.0,358.0
SALEM-VA,37761.0,360.0
SALEM-WI,8643.0,246.0
SALEM-WV,7003.0,53.0
SALEMBURG-NC,3029.0,77.0
SALESVILLE-OH,1526.0,34.0
SALIDA-CA,13614.0,4140.0
SALIDA-CO,8645.0,19.0
SALINA-KS,51499.0,215.0
SALINA-OK,5110.0,71.0
SALINA-PA,101.0,8510.0
SALINA-UT,2689.0,11.0
SALINAS-CA,182180.0,2683.0
SALINE-LA,1833.0,9.0
SALINE-MI,21447.0,288.0
SALINENO-TX,396.0,39.0
SALINEVILLE-OH,3191.0,49.0
SALISBURY CENTER-NY,826.0,19.0
SALISBURY MILLS-NY,2029.0,346.0
SALISBURY-CT,1612.0,52.0
SALISBURY-MA,8283.0,537.0
SALISBURY-MD,68452.0,613.0
SALISBURY-MO,3098.0,15.0
SALISBURY-NC,77045.0,473.0
SALISBURY-NH,1272.0,42.0
SALISBURY-PA,2126.0,59.0
SALISBURY-VT,1216.0,40.0
SALIX-IA,1027.0,17.0
SALIX-PA,1413.0,427.0
SALKUM-WA,611.0,86.0
SALLEY-SC,2539.0,30.0
SALLIS-MS,2889.0,20.0
SALLISAW-OK,15344.0,77.0
SALMON-ID,6270.0,8.0
SALOL-MN,799.0,8.0
SALOME-AZ,2786.0,6.0
SALONA-PA,91.0,3531.0
SALT FLAT-TX,167.0,0.0
SALT LAKE CITY-UT,591856.0,3719.9
SALT LICK-KY,2838.0,38.0
SALT POINT-NY,2411.0,154.0
SALT ROCK-WV,2152.0,106.0
SALTER PATH-NC,316.0,525.0
SALTERS-SC,3677.0,37.0
SALTILLO-MS,11897.0,159.0
SALTILLO-PA,337.0,1272.0
SALTILLO-TN,670.0,34.0
SALTILLO-TX,932.0,17.0
SALTON CITY-CA,1506.0,24.0
SALTSBURG-PA,5241.0,100.0
SALTVILLE-VA,6572.0,44.0
SALUDA-NC,3378.0,61.0
SALUDA-SC,10883.0,49.0
SALUDA-VA,3190.0,63.0
SALVISA-KY,2128.0,40.0
SALVO-NC,244.0,172.0
SALYER-CA,652.0,11.0
SALYERSVILLE-KY,11979.0,46.0
SAMARIA-MI,218.0,351.0
SAMBURG-TN,85.0,126.0
SAMMAMISH-WA,46463.0,2298.0
SAMOA-CA,462.0,139.0
SAMSON-AL,4946.0,29.0
SAN ACACIA-NM,195.0,15.0
SAN ANDREAS-CA,4042.0,48.0
SAN ANGELO-TX,103927.0,358.75
SAN ANSELMO-CA,15740.0,2653.0
SAN ANTONIO-FL,3784.0,239.0
SAN ANTONIO-NM,600.0,0.0
SAN ANTONIO-TX,1577687.0,2808.8947368421054
SAN ARDO-CA,740.0,4.0
SAN AUGUSTINE-TX,6620.0,18.0
SAN BENITO-TX,55878.0,317.0
SAN BERNARDINO-CA,236660.0,3592.1428571428573
SAN BRUNO-CA,41130.0,6706.0
SAN CARLOS-AZ,4790.0,8.0
SAN CARLOS-CA,29166.0,4749.0
SAN CLEMENTE-CA,63773.0,3419.5
SAN CRISTOBAL-NM,332.0,13.0
SAN DIEGO-CA,1236051.0,5616.419354838709
SAN DIEGO-TX,6640.0,15.0
SAN DIMAS-CA,33119.0,2316.0
SAN ELIZARIO-TX,13208.0,942.0
SAN FELIPE-TX,97.0,827.0
SAN FERNANDO-CA,34188.0,10112.0
SAN FIDEL-NM,973.0,15.0
SAN FRANCISCO-CA,799169.0,21377.6
SAN GABRIEL-CA,62463.0,9565.0
SAN GERONIMO-CA,569.0,214.0
SAN GREGORIO-CA,214.0,12.0
SAN ISIDRO-TX,238.0,6.0
SAN JACINTO-CA,45885.0,954.5
SAN JOAQUIN-CA,4675.0,58.0
SAN JON-NM,369.0,1.0
SAN JOSE-CA,973849.0,6490.285714285715
SAN JOSE-IL,907.0,22.0
SAN JOSE-NM,478.0,10.0
SAN JUAN BAUTISTA-CA,4046.0,85.0
SAN JUAN CAPISTRANO-CA,34731.0,1008.0
SAN JUAN-TX,38004.0,1828.0
SAN LEANDRO-CA,104689.0,6971.0
SAN LORENZO-CA,27152.0,7875.0
SAN LUCAS-CA,302.0,8.0
SAN LUIS OBISPO-CA,63473.0,402.5
SAN LUIS-AZ,25517.0,1421.0
SAN LUIS-CO,1434.0,3.0
SAN MANUEL-AZ,3630.0,31.0
SAN MARCOS-CA,89275.0,2693.5
SAN MARCOS-TX,63836.0,362.0
SAN MARINO-CA,13361.0,3505.0
SAN MARTIN-CA,6417.0,329.0
SAN MATEO-CA,131801.0,7710.0
SAN MATEO-FL,1713.0,72.0
