City-State,Population,Population Density
SAN MIGUEL-CA,3779.0,7.0
SAN PABLO-CA,59861.0,7183.0
SAN PATRICIO-NM,314.0,31.0
SAN PEDRO-CA,80777.0,6317.5
SAN PERLITA-TX,289.0,105.0
SAN PIERRE-IN,1012.0,28.0
SAN RAFAEL-CA,70197.0,2287.5
SAN RAFAEL-NM,969.0,15.0
SAN RAMON-CA,73396.0,2648.0
SAN SABA-TX,4558.0,8.0
SAN SIMEON-CA,524.0,5.0
SAN SIMON-AZ,835.0,1.0
SAN TAN VALLEY-AZ,71726.0,1034.5
SAN YGNACIO-TX,916.0,6.0
SAN YSIDRO-CA,29429.0,5817.0
SAN YSIDRO-NM,998.0,3.0
SANBORN-IA,1857.0,22.0
SANBORN-MN,874.0,9.0
SANBORN-ND,340.0,3.0
SANBORN-NY,6218.0,221.0
SANBORNTON-NH,2966.0,62.0
SANBORNVILLE-NH,3809.0,81.0
SAND COULEE-MT,657.0,16.0
SAND CREEK-MI,797.0,30.0
SAND CREEK-WI,24.0,2088.0
SAND FORK-WV,466.0,38.0
SAND LAKE-MI,5489.0,104.0
SAND LAKE-NY,814.0,45.0
SAND POINT-AK,978.0,5.0
SAND SPRINGS-MT,79.0,0.0
SAND SPRINGS-OK,29808.0,219.0
SANDBORN-IN,776.0,15.0
SANDERS-AZ,2439.0,4.0
SANDERS-KY,1326.0,39.0
SANDERS-MT,33.0,3.0
SANDERSON-FL,5518.0,41.0
SANDERSON-TX,927.0,1.0
SANDERSVILLE-GA,10408.0,46.0
SANDERSVILLE-MS,686.0,124.0
SANDGAP-KY,218.0,40.0
SANDIA PARK-NM,4894.0,37.0
SANDIA-TX,3539.0,23.0
SANDISFIELD-MA,915.0,18.0
SANDOVAL-IL,2331.0,74.0
SANDOWN-NH,5711.0,429.0
SANDPOINT-ID,17076.0,37.0
SANDSTON-VA,12045.0,404.0
SANDSTONE-MN,4737.0,15.0
SANDSTONE-WV,430.0,12.0
SANDUSKY-MI,5745.0,57.0
SANDUSKY-OH,41030.0,704.0
SANDWICH-IL,12218.0,302.0
SANDWICH-MA,10359.0,785.0
SANDY CREEK-NY,1926.0,115.0
SANDY HOOK-CT,11557.0,568.0
SANDY HOOK-KY,5042.0,40.0
SANDY HOOK-MS,2201.0,30.0
SANDY HOOK-VA,1334.0,101.0
SANDY LAKE-PA,2726.0,56.0
SANDY LEVEL-VA,471.0,18.0
SANDY RIDGE-NC,2024.0,50.0
SANDY RIDGE-PA,481.0,209.0
SANDY SPRING-MD,2396.0,630.0
SANDY-OR,17350.0,147.0
SANDY-UT,105585.0,3439.5
SANDYVILLE-OH,380.0,472.0
SANDYVILLE-WV,2287.0,35.0
SANFORD-CO,1470.0,7.0
SANFORD-FL,78268.0,1203.0
SANFORD-ME,16189.0,433.0
SANFORD-MI,7981.0,129.0
SANFORD-NC,68183.0,236.5
SANFORD-TX,377.0,17.0
SANFORD-VA,225.0,43.0
SANGER-CA,34999.0,164.0
SANGER-TX,13495.0,112.0
SANGERVILLE-ME,1343.0,35.0
SANIBEL-FL,6469.0,400.0
SANOSTEE-NM,1315.0,4.0
SANTA ANA-CA,348131.0,11806.5
SANTA ANNA-TX,1685.0,6.0
SANTA BARBARA-CA,132916.0,2975.8571428571427
SANTA CLARA-CA,115820.0,7905.5
SANTA CLARA-NM,1658.0,326.0
SANTA CLARA-UT,6143.0,644.0
SANTA CLARITA-CA,53134.0,1053.0
SANTA CLAUS-IN,2659.0,229.0
SANTA CRUZ-CA,97900.0,3116.25
SANTA CRUZ-NM,1634.0,504.0
SANTA ELENA-TX,265.0,2.0
SANTA FE SPRINGS-CA,14866.0,1757.0
SANTA FE-MO,178.0,14.0
SANTA FE-NM,122813.0,275.8
SANTA FE-TN,1535.0,36.0
SANTA FE-TX,19046.0,365.5
SANTA MARGARITA-CA,2899.0,5.0
SANTA MARIA-CA,133563.0,832.0
SANTA MARIA-TX,836.0,239.0
SANTA MONICA-CA,92043.0,10441.0
SANTA PAULA-CA,32811.0,276.0
SANTA ROSA BEACH-FL,11457.0,209.0
SANTA ROSA-CA,209844.0,1782.0
SANTA ROSA-NM,3559.0,2.0
SANTA ROSA-TX,6324.0,162.0
SANTA TERESA-NM,5747.0,117.0
SANTA YNEZ-CA,5255.0,43.0
SANTA YSABEL-CA,1245.0,9.0
SANTAQUIN-UT,10547.0,232.0
SANTEE-CA,53422.0,3065.0
SANTEE-SC,4890.0,95.0
SANTO DOMINGO PUEBLO-NM,3182.0,81.0
SANTO-TX,1499.0,15.0
SAPELLO-NM,654.0,5.0
SAPPHIRE-NC,1013.0,22.0
SAPULPA-OK,31060.0,245.0
SARAGOSA-TX,224.0,2.0
SARAH ANN-WV,536.0,44.0
SARAH-MS,2683.0,42.0
SARAHSVILLE-OH,971.0,28.0
SARALAND-AL,14423.0,316.0
SARANAC LAKE-NY,7494.0,36.0
SARANAC-MI,5501.0,99.0
SARANAC-NY,2253.0,21.0
SARASOTA-FL,232625.0,2347.153846153846
SARATOGA SPRINGS-NY,36915.0,551.0
SARATOGA SPRINGS-UT,16875.0,829.0
SARATOGA-AR,477.0,22.0
SARATOGA-CA,30617.0,1201.0
SARATOGA-IN,200.0,1288.0
SARATOGA-NC,397.0,635.0
SARATOGA-TX,1014.0,10.0
SARATOGA-WY,2286.0,4.0
SARCOXIE-MO,3337.0,40.0
SARDINIA-NY,104.0,123.0
SARDINIA-OH,6054.0,80.0
SARDIS-AL,800.0,9.0
SARDIS-GA,2119.0,26.0
SARDIS-MS,6915.0,51.0
SARDIS-OH,2114.0,36.0
SARDIS-TN,1235.0,29.0
SAREPTA-LA,2685.0,56.0
SARGEANT-MN,285.0,10.0
SARGENT-NE,956.0,4.0
SARGENTVILLE-ME,112.0,37.0
SARITA-TX,277.0,1.0
SARLES-ND,106.0,1.0
SARONA-WI,1486.0,16.0
SARONVILLE-NE,160.0,6.0
SARTELL-MN,17648.0,842.0
SARVER-PA,8486.0,218.0
SASAKWA-OK,1045.0,12.0
SASSAFRAS-KY,397.0,77.0
SASSER-GA,76.0,256.0
SATANTA-KS,1765.0,7.0
SATARTIA-MS,205.0,4.0
SATELLITE BEACH-FL,24969.0,3719.0
SATSOP-WA,124.0,1132.0
SATSUMA-AL,6340.0,683.0
SATSUMA-FL,5807.0,238.0
SAUCIER-MS,13613.0,60.0
SAUGATUCK-MI,2626.0,241.0
SAUGERTIES-NY,18787.0,285.0
SAUGUS-MA,26660.0,2468.0
SAUK CENTRE-MN,7778.0,37.0
SAUK CITY-WI,5747.0,75.0
SAUK RAPIDS-MN,16163.0,179.0
SAUKVILLE-WI,5715.0,199.0
SAULSBURY-TN,1476.0,23.0
SAULSVILLE-WV,128.0,30.0
SAULT SAINTE MARIE-MI,19668.0,130.0
SAUNDERSTOWN-RI,5860.0,387.0
SAUNEMIN-IL,619.0,16.0
SAUQUOIT-NY,4164.0,148.0
SAUSALITO-CA,10847.0,802.0
SAUTEE NACOOCHEE-GA,3682.0,66.0
SAVAGE-MD,2664.0,1884.0
SAVAGE-MN,26958.0,1859.0
SAVAGE-MT,655.0,2.0
SAVANNA-IL,4431.0,60.0
SAVANNA-OK,707.0,60.0
SAVANNAH-GA,236171.0,1427.2
SAVANNAH-MO,8124.0,79.0
SAVANNAH-NY,2443.0,45.0
SAVANNAH-OH,394.0,833.0
SAVANNAH-TN,17595.0,55.0
SAVONA-NY,2398.0,56.0
SAVONBURG-KS,253.0,8.0
SAVOONGA-AK,671.0,110.0
SAVOY-IL,7114.0,1709.0
SAVOY-MA,692.0,19.0
SAVOY-TX,1849.0,36.0
SAWYER-KS,420.0,5.0
SAWYER-MI,2046.0,152.0
SAWYER-MN,212.0,8.0
SAWYER-ND,695.0,6.0
SAWYER-OK,870.0,18.0
SAWYERVILLE-AL,1489.0,18.0
SAWYERVILLE-IL,209.0,263.0
SAXE-VA,1118.0,24.0
SAXIS-VA,243.0,48.0
SAXON-WI,795.0,6.0
SAXONBURG-PA,4791.0,226.0
SAXTON-PA,2689.0,59.0
SAXTONS RIVER-VT,661.0,249.0
SAYBROOK-IL,1108.0,18.0
SAYLORSBURG-PA,12779.0,271.0
SAYNER-WI,589.0,17.0
SAYRE-AL,150.0,128.0
SAYRE-OK,6093.0,16.0
SAYRE-PA,10731.0,238.0
SAYREVILLE-NJ,18811.0,2103.0
SAYVILLE-NY,15814.0,2852.0
SCALES MOUND-IL,958.0,19.0
SCALF-KY,388.0,62.0
SCALY MOUNTAIN-NC,296.0,30.0
SCAMMON BAY-AK,480.0,67.0
SCAMMON-KS,866.0,28.0
SCANDIA-KS,624.0,6.0
SCANDIA-MN,3237.0,117.0
SCANDINAVIA-WI,1337.0,35.0
SCAPPOOSE-OR,11497.0,118.0
SCARBOROUGH-ME,18760.0,394.0
SCARBRO-WV,2139.0,48.0
SCARSDALE-NY,38982.0,3153.0
SCARVILLE-IA,268.0,7.0
SCENERY HILL-PA,1731.0,68.0
SCENIC-SD,102.0,0.0
SCHAEFFERSTOWN-PA,823.0,450.0
SCHAGHTICOKE-NY,2818.0,68.0
SCHALLER-IA,1161.0,15.0
SCHAUMBURG-IL,75951.0,3539.5
SCHELL CITY-MO,775.0,12.0
SCHELLER-IL,591.0,15.0
SCHELLSBURG-PA,1968.0,42.0
SCHENECTADY-NY,162643.0,3695.25
SCHENEVUS-NY,1977.0,35.0
SCHERERVILLE-IN,23820.0,1758.0
SCHERTZ-TX,30347.0,923.0
SCHILLER PARK-IL,11795.0,4453.0
SCHLATER-MS,611.0,6.0
SCHLESWIG-IA,1165.0,23.0
SCHNECKSVILLE-PA,7074.0,449.0
SCHNEIDER-IN,398.0,44.0
SCHNELLVILLE-IN,289.0,58.0
SCHODACK LANDING-NY,848.0,59.0
SCHOENCHEN-KS,204.0,1802.0
SCHOFIELD-WI,18580.0,442.0
SCHOHARIE-NY,4061.0,93.0
SCHOOLCRAFT-MI,6126.0,101.0
SCHRIEVER-LA,4658.0,95.0
SCHROEDER-MN,205.0,2.0
SCHROON LAKE-NY,1509.0,14.0
SCHULENBURG-TX,5381.0,32.0
SCHULTER-OK,283.0,316.0
SCHURZ-NV,746.0,3.0
SCHUYLER FALLS-NY,1072.0,19.0
SCHUYLER-NE,7282.0,48.0
SCHUYLER-VA,1437.0,33.0
SCHUYLERVILLE-NY,4084.0,137.0
SCHUYLKILL HAVEN-PA,11627.0,284.0
SCHWENKSVILLE-PA,15726.0,641.0
SCIENCE HILL-KY,5284.0,85.0
SCIO-NY,1668.0,30.0
SCIO-OH,2476.0,48.0
SCIO-OR,5266.0,41.0
SCIOTA-IL,205.0,7.0
SCIOTA-PA,951.0,281.0
SCIPIO CENTER-NY,1281.0,36.0
SCIPIO-IN,1849.0,60.0
SCIPIO-UT,345.0,18.0
SCITUATE-MA,17656.0,1043.0
SCOBEY-MS,798.0,18.0
SCOBEY-MT,1349.0,2.0
SCOOBA-MS,1679.0,10.0
SCOTCH PLAINS-NJ,23480.0,2609.0
SCOTIA-CA,1071.0,32.0
SCOTIA-NE,658.0,3.0
SCOTIA-SC,302.0,28.0
SCOTLAND NECK-NC,4861.0,37.0
SCOTLAND-AR,625.0,7.0
SCOTLAND-CT,166.0,115.0
SCOTLAND-GA,362.0,176.0
SCOTLAND-IN,134.0,233.0
SCOTLAND-MD,313.0,53.0
SCOTLAND-SD,1522.0,10.0
SCOTLAND-TX,591.0,14.0
SCOTRUN-PA,1492.0,209.0
SCOTT BAR-CA,85.0,1.0
SCOTT CITY-KS,4973.0,6.0
SCOTT CITY-MO,6740.0,125.0
SCOTT DEPOT-WV,7997.0,344.0
SCOTT-AR,2499.0,24.0
SCOTT-LA,11693.0,422.0
SCOTT-MS,182.0,12.0
SCOTT-OH,551.0,26.0
SCOTTDALE-GA,2960.0,2316.0
SCOTTDALE-PA,8248.0,529.0
SCOTTOWN-OH,1101.0,27.0
SCOTTS HILL-TN,2052.0,47.0
SCOTTS MILLS-OR,1252.0,27.0
SCOTTS VALLEY-CA,14749.0,778.0
SCOTTS-MI,3648.0,114.0
SCOTTSBLUFF-NE,17999.0,157.0
SCOTTSBORO-AL,21118.0,110.0
SCOTTSBURG-IN,14795.0,93.0
SCOTTSBURG-NY,173.0,121.0
SCOTTSBURG-OR,328.0,6.0
SCOTTSBURG-VA,2271.0,29.0
SCOTTSDALE-AZ,268597.0,1944.1818181818182
SCOTTSVILLE-KY,16277.0,65.0
SCOTTSVILLE-NY,4695.0,137.0
SCOTTSVILLE-VA,8074.0,48.0
SCOTTVILLE-MI,4574.0,63.0
SCRANTON-AR,1582.0,31.0
SCRANTON-IA,1013.0,9.0
SCRANTON-KS,1448.0,25.0
SCRANTON-NC,517.0,9.0
SCRANTON-ND,601.0,1.0
SCRANTON-PA,100355.0,2972.125
SCRANTON-SC,5467.0,75.0
SCREVEN-GA,2842.0,21.0
SCRIBNER-NE,1544.0,13.0
SCROGGINS-TX,1646.0,51.0
SCURRY-TX,4139.0,47.0
SEA CLIFF-NY,5055.0,4503.0
SEA GIRT-NJ,3528.0,1867.0
SEA ISLAND-GA,298.0,60.0
SEA ISLE CITY-NJ,2114.0,975.0
SEABECK-WA,4173.0,100.0
SEABOARD-NC,1302.0,31.0
SEABROOK-NH,8776.0,982.0
SEABROOK-SC,3967.0,69.0
SEABROOK-TX,20970.0,1615.0
SEADRIFT-TX,2209.0,20.0
SEAFORD-DE,23838.0,303.0
SEAFORD-NY,21288.0,6006.0
SEAFORD-VA,3669.0,653.0
SEAFORTH-MN,81.0,183.0
SEAGOVILLE-TX,18339.0,307.0
SEAGRAVES-TX,2899.0,14.0
SEAGROVE-NC,5360.0,57.0
SEAL BEACH-CA,23729.0,2704.0
SEAL COVE-ME,484.0,57.0
SEAL HARBOR-ME,253.0,49.0
SEAL ROCK-OR,1301.0,20.0
SEALE-AL,4622.0,33.0
SEALEVEL-NC,522.0,197.0
SEALY-TX,12782.0,61.0
SEAMAN-OH,2812.0,48.0
SEARCHLIGHT-NV,660.0,1.0
SEARCY-AR,35169.0,115.0
SEARS-MI,1428.0,26.0
SEARSBORO-IA,439.0,11.0
SEARSMONT-ME,1389.0,37.0
SEARSPORT-ME,2611.0,91.0
SEASIDE HEIGHTS-NJ,4212.0,3213.0
SEASIDE PARK-NJ,2074.0,433.0
SEASIDE-CA,33359.0,1181.0
SEASIDE-OR,10021.0,79.0
SEATON-IL,407.0,10.0
SEATONVILLE-IL,312.0,377.0
SEATTLE-WA,837651.0,7951.393939393939
SEAVIEW-WA,473.0,672.0
SEBAGO-ME,1725.0,52.0
SEBASTIAN-FL,34445.0,632.5
SEBASTIAN-TX,1990.0,1074.0
SEBASTOPOL-CA,28255.0,409.0
SEBASTOPOL-MS,273.0,183.0
SEBEC-ME,559.0,18.0
SEBEKA-MN,2758.0,12.0
SEBEWAING-MI,3293.0,66.0
SEBREE-KY,3376.0,44.0
SEBRING-FL,50835.0,348.75
SEBRING-OH,4874.0,1490.0
SECAUCUS-NJ,16264.0,2794.0
SECO-KY,193.0,190.0
SECOND MESA-AZ,1798.0,17.0
SECONDCREEK-WV,299.0,41.0
SECOR-IL,860.0,37.0
SECRETARY-MD,539.0,1245.0
SECTION-AL,3645.0,60.0
SEDALIA-CO,3833.0,12.0
SEDALIA-KY,1426.0,27.0
SEDALIA-MO,34267.0,142.0
SEDALIA-OH,322.0,1107.0
SEDAN-KS,1841.0,8.0
SEDAN-NM,185.0,1.0
SEDGEWICKVILLE-MO,1272.0,20.0
SEDGWICK-CO,341.0,2.0
SEDGWICK-KS,3493.0,34.0
SEDGWICK-ME,1088.0,45.0
SEDLEY-VA,1118.0,28.0
SEDONA-AZ,17669.0,104.5
SEDRO WOOLLEY-WA,24331.0,86.0
SEEKONK-MA,13708.0,746.0
SEELEY LAKE-MT,2054.0,11.0
SEELEY-CA,1823.0,262.0
SEFFNER-FL,25392.0,1187.0
SEGUIN-TX,45341.0,128.0
SEIAD VALLEY-CA,338.0,1.0
SEIBERT-CO,318.0,1.0
SEILING-OK,1332.0,10.0
SEKIU-WA,371.0,6.0
SELAH-WA,16973.0,90.0
SELAWIK-AK,841.0,1.0
SELBY-SD,953.0,3.0
SELBYVILLE-DE,8253.0,303.0
SELDEN-KS,482.0,2.0
SELDEN-NY,24655.0,4508.0
SELDOVIA-AK,414.0,4.0
SELFRIDGE-ND,535.0,1.0
SELIGMAN-AZ,1267.0,1.0
SELIGMAN-MO,2693.0,38.0
SELINSGROVE-PA,14564.0,323.0
SELKIRK-NY,6309.0,206.0
SELLERS-SC,1197.0,28.0
SELLERSBURG-IN,16059.0,648.0
SELLERSVILLE-PA,12473.0,648.0
SELLS-AZ,6490.0,2.0
SELMA-AL,37911.0,103.0
SELMA-CA,30237.0,384.0
SELMA-IN,2960.0,90.0
SELMA-NC,17091.0,206.0
SELMA-OR,2063.0,15.0
SELMA-VA,544.0,846.0
SELMER-TN,9251.0,81.0
SELTZER-PA,344.0,5057.0
SEMINARY-MS,5796.0,46.0
SEMINOLE-AL,1341.0,96.0
SEMINOLE-FL,52523.0,3666.3333333333335
SEMINOLE-OK,13152.0,62.0
SEMINOLE-PA,91.0,431.0
SEMINOLE-TX,13574.0,16.0
SEMMES-AL,18345.0,437.0
SEMORA-NC,1716.0,37.0
SENATH-MO,2374.0,41.0
SENATOBIA-MS,14462.0,93.0
SENECA FALLS-NY,10750.0,179.0
SENECA ROCKS-WV,625.0,7.0
SENECA-IL,3393.0,68.0
SENECA-KS,3264.0,22.0
SENECA-MO,5997.0,77.0
SENECA-NE,81.0,1.0
SENECA-OR,228.0,3.0
SENECA-PA,3247.0,198.0
SENECA-SC,33544.0,290.0
SENECA-SD,161.0,1.0
SENECA-WI,153.0,212.0
SENECAVILLE-OH,2106.0,59.0
SENEY-MI,151.0,1.0
SENOIA-GA,13866.0,141.0
SENTINEL BUTTE-ND,289.0,1.0
SENTINEL-OK,1184.0,9.0
SEQUATCHIE-TN,2047.0,25.0
SEQUIM-WA,26856.0,156.0
SERAFINA-NM,442.0,6.0
SERENA-IL,643.0,27.0
SERGEANT BLUFF-IA,5110.0,127.0
SESSER-IL,2940.0,94.0
SETH-WV,1853.0,29.0
SEVEN MILE-OH,688.0,2133.0
SEVEN SPRINGS-NC,6363.0,100.0
SEVEN VALLEYS-PA,5927.0,221.0
SEVERN-MD,31884.0,1992.0
SEVERNA PARK-MD,26705.0,2611.0
SEVERY-KS,634.0,7.0
SEVIER-UT,147.0,3.0
SEVIERVILLE-TN,50180.0,202.5
SEVILLE-FL,1170.0,37.0
SEVILLE-OH,6718.0,173.0
SEWANEE-TN,3711.0,57.0
SEWARD-AK,4932.0,2.0
SEWARD-NE,8576.0,54.0
SEWARD-PA,2413.0,133.0
SEWAREN-NJ,2766.0,1785.0
SEWELL-NJ,37433.0,1296.0
SEWICKLEY-PA,19660.0,534.0
SEXTONS CREEK-KY,352.0,19.0
SEYMOUR-CT,16540.0,1139.0
SEYMOUR-IA,1246.0,17.0
SEYMOUR-IL,761.0,24.0
SEYMOUR-IN,28770.0,136.0
SEYMOUR-MO,7895.0,44.0
SEYMOUR-TN,20912.0,296.0
SEYMOUR-TX,3820.0,4.0
SEYMOUR-WI,7539.0,81.0
SHABBONA-IL,1440.0,32.0
SHACKLEFORDS-VA,1555.0,39.0
SHADE GAP-PA,1125.0,37.0
SHADE-OH,765.0,39.0
SHADY COVE-OR,3329.0,152.0
SHADY DALE-GA,1043.0,24.0
SHADY POINT-OK,1905.0,46.0
SHADY SIDE-MD,4176.0,1023.0
SHADY SPRING-WV,4430.0,66.0
SHADY VALLEY-TN,1018.0,19.0
SHADYSIDE-OH,5322.0,313.0
SHAFER-MN,2222.0,64.0
SHAFTER-CA,19582.0,216.0
SHAFTSBURY-VT,2547.0,33.0
SHAGELUK-AK,83.0,43.0
SHAKOPEE-MN,40416.0,686.0
SHAKTOOLIK-AK,251.0,241.0
SHALIMAR-FL,9997.0,2296.0
SHALLOTTE-NC,10644.0,225.0
SHALLOWATER-TX,5369.0,46.0
SHAMOKIN DAM-PA,1698.0,916.0
SHAMOKIN-PA,9943.0,245.0
SHAMROCK-OK,111.0,146.0
SHAMROCK-TX,2646.0,5.0
SHANDAKEN-NY,634.0,19.0
SHANDON-CA,1623.0,5.0
SHANKS-WV,685.0,62.0
SHANKSVILLE-PA,175.0,1317.0
SHANNOCK-RI,307.0,266.0
SHANNON CITY-IA,274.0,6.0
SHANNON-IL,1374.0,24.0
SHANNON-MS,5481.0,74.0
SHANNON-NC,6319.0,140.0
SHAPLEIGH-ME,2683.0,69.0
SHARON CENTER-OH,225.0,521.0
SHARON GROVE-KY,484.0,22.0
SHARON HILL-PA,9168.0,4964.0
SHARON SPRINGS-KS,1016.0,2.0
SHARON SPRINGS-NY,2222.0,44.0
SHARON-CT,2535.0,51.0
SHARON-GA,38.0,137.0
SHARON-KS,397.0,4.0
SHARON-MA,17486.0,771.0
SHARON-ND,225.0,3.0
SHARON-OK,623.0,10.0
SHARON-PA,14040.0,3674.0
SHARON-SC,2460.0,30.0
SHARON-TN,2299.0,49.0
SHARON-VT,1064.0,33.0
SHARON-WI,2215.0,81.0
SHARPS CHAPEL-TN,1699.0,32.0
SHARPSBURG-GA,20270.0,456.0
SHARPSBURG-IA,148.0,7.0
SHARPSBURG-KY,1702.0,27.0
SHARPSBURG-MD,4097.0,137.0
SHARPSBURG-NC,1931.0,1052.0
SHARPSVILLE-IN,2850.0,63.0
SHARPSVILLE-PA,7426.0,323.0
SHARPTOWN-MD,757.0,289.0
SHARTLESVILLE-PA,374.0,826.0
SHASTA LAKE-CA,10082.0,922.0
SHASTA-CA,600.0,8.0
SHATTUCK-OK,1666.0,7.0
SHAVER LAKE-CA,585.0,3.0
SHAVERTOWN-PA,8817.0,534.0
SHAW ISLAND-WA,240.0,31.0
SHAW-MS,3375.0,23.0
SHAWANO-WI,17002.0,120.0
SHAWBORO-NC,1323.0,35.0
SHAWMUT-MT,145.0,1.0
SHAWNEE-KS,69474.0,1745.8
SHAWNEE-OH,849.0,69.0
SHAWNEE-OK,41288.0,247.5
SHAWNEE-WY,74.0,0.0
SHAWNEETOWN-IL,1841.0,23.0
SHAWSVILLE-VA,2421.0,52.0
SHEAKLEYVILLE-PA,77.0,660.0
SHEBOYGAN FALLS-WI,11267.0,158.0
SHEBOYGAN-WI,63491.0,1162.0
SHEDD-OR,917.0,19.0
SHEEP SPRINGS-NM,1111.0,7.0
SHEFFIELD LAKE-OH,12591.0,1007.0
SHEFFIELD-AL,9042.0,1401.0
SHEFFIELD-IA,1757.0,20.0
SHEFFIELD-IL,1409.0,17.0
SHEFFIELD-MA,2121.0,59.0
SHEFFIELD-PA,2238.0,22.0
SHEFFIELD-TX,303.0,0.0
SHEFFIELD-VT,732.0,22.0
SHELBIANA-KY,2807.0,103.0
SHELBINA-MO,2644.0,19.0
SHELBURN-IN,3302.0,56.0
SHELBURNE FALLS-MA,4084.0,82.0
SHELBURNE-VT,7198.0,294.0
SHELBY GAP-KY,445.0,79.0
SHELBY-AL,3281.0,78.0
SHELBY-IA,1039.0,16.0
SHELBY-IN,386.0,643.0
SHELBY-MI,5034.0,62.0
SHELBY-MS,2522.0,34.0
SHELBY-MT,3820.0,5.0
SHELBY-NC,52833.0,281.0
SHELBY-NE,1231.0,13.0
SHELBY-OH,13818.0,175.0
SHELBYVILLE-IL,7538.0,62.0
SHELBYVILLE-IN,27816.0,162.0
SHELBYVILLE-KY,28025.0,159.0
SHELBYVILLE-MI,3410.0,106.0
SHELBYVILLE-MO,1194.0,9.0
SHELBYVILLE-TN,32744.0,143.0
SHELBYVILLE-TX,2599.0,15.0
SHELDAHL-IA,244.0,443.0
SHELDON SPRINGS-VT,93.0,506.0
SHELDON-IA,6193.0,54.0
SHELDON-IL,1526.0,25.0
SHELDON-MO,1500.0,14.0
SHELDON-ND,321.0,3.0
SHELDON-SC,497.0,31.0
SHELDON-VT,1303.0,64.0
SHELDON-WI,1707.0,13.0
SHELL KNOB-MO,3746.0,48.0
SHELL LAKE-WI,3105.0,28.0
SHELL ROCK-IA,2024.0,35.0
SHELL-WY,250.0,2.0
SHELLEY-ID,9246.0,101.0
SHELLMAN-GA,1616.0,13.0
SHELLSBURG-IA,2006.0,47.0
SHELLY-MN,287.0,7.0
SHELOCTA-PA,3029.0,56.0
SHELTER ISLAND HEIGHTS-NY,534.0,189.0
SHELTER ISLAND-NY,1858.0,199.0
SHELTON-CT,39559.0,1292.0
SHELTON-NE,1545.0,17.0
SHELTON-WA,36630.0,107.0
SHENANDOAH JUNCTION-WV,1925.0,136.0
SHENANDOAH-IA,6025.0,57.0
SHENANDOAH-PA,6937.0,904.0
SHENANDOAH-VA,5044.0,107.0
SHEPHERD-MI,7122.0,61.0
SHEPHERD-MT,3481.0,10.0
SHEPHERD-TX,7665.0,60.0
SHEPHERDSTOWN-WV,7445.0,271.0
SHEPHERDSVILLE-KY,32726.0,227.0
SHEPPTON-PA,631.0,44.0
SHERBORN-MA,4119.0,260.0
SHERBURN-MN,1821.0,19.0
SHERBURNE-NY,4429.0,62.0
SHERIDAN LAKE-CO,334.0,1.0
SHERIDAN-AR,12006.0,41.0
SHERIDAN-CA,1226.0,71.0
SHERIDAN-IL,5062.0,88.0
SHERIDAN-IN,6664.0,73.0
SHERIDAN-MI,4427.0,73.0
SHERIDAN-MO,455.0,8.0
SHERIDAN-MT,1513.0,8.0
SHERIDAN-NY,119.0,115.0
SHERIDAN-OR,8882.0,77.0
SHERIDAN-TX,773.0,33.0
SHERIDAN-WY,24558.0,38.0
SHERMAN OAKS-CA,54475.0,6785.0
SHERMAN-CT,3689.0,159.0
SHERMAN-IL,5111.0,203.0
SHERMAN-ME,925.0,11.0
SHERMAN-MS,478.0,354.0
SHERMAN-NY,2225.0,31.0
SHERMAN-TX,46563.0,255.0
SHERMANS DALE-PA,5216.0,154.0
SHERRARD-IL,2597.0,67.0
SHERRILL-AR,429.0,6.0
SHERRILL-IA,1414.0,29.0
SHERRILL-NY,3083.0,1330.0
SHERRILLS FORD-NC,5919.0,233.0
SHERRODSVILLE-OH,2082.0,68.0
SHERWOOD-AR,31610.0,629.0
SHERWOOD-MD,287.0,70.0
SHERWOOD-MI,1875.0,49.0
SHERWOOD-ND,436.0,2.0
SHERWOOD-OH,1860.0,58.0
SHERWOOD-OR,23474.0,537.0
SHERWOOD-TN,418.0,5.0
SHERWOOD-WI,2600.0,761.0
SHEVLIN-MN,1663.0,8.0
SHEYENNE-ND,640.0,2.0
SHICKLEY-NE,581.0,6.0
SHICKSHINNY-PA,6278.0,87.0
SHIDLER-OK,897.0,4.0
SHIELDS-ND,77.0,1.0
SHILOH-GA,2350.0,45.0
SHILOH-NC,1285.0,28.0
SHILOH-NJ,516.0,427.0
SHILOH-OH,3147.0,52.0
SHILOH-TN,233.0,57.0
SHINER-TX,4295.0,28.0
SHINGLE SPRINGS-CA,29114.0,359.0
SHINGLEHOUSE-PA,2997.0,29.0
SHINGLETON-MI,552.0,2.0
SHINGLETOWN-CA,4506.0,29.0
SHINNSTON-WV,5950.0,160.0
SHIOCTON-WI,3730.0,33.0
SHIPMAN-IL,2097.0,25.0
SHIPMAN-VA,1735.0,32.0
SHIPPENSBURG-PA,27996.0,238.0
SHIPPENVILLE-PA,3471.0,68.0
SHIPPINGPORT-PA,198.0,176.0
SHIPROCK-NM,11967.0,22.0
SHIPSHEWANA-IN,7950.0,125.0
SHIRLAND-IL,188.0,107.0
SHIRLEY MILLS-ME,233.0,5.0
SHIRLEY-AR,2572.0,30.0
SHIRLEY-IL,351.0,13.0
SHIRLEY-IN,2000.0,61.0
SHIRLEY-MA,7211.0,480.0
SHIRLEY-NY,26583.0,2349.0
SHIRLEYSBURG-PA,1164.0,33.0
SHIRO-TX,197.0,19.0
